pid,trial_type,rt,time_elapsed,cost,display_ev,problem_id,payoff_matrix,net_payoff,min_trial_secs,click_times,click_cost,payoff_value,probabilities,e_vs,payoff_index,choice_index,revealed_points,clicks,answers,correct,flag,block,trial_index,sigma,alpha
5,mouselab,9392.0,151589,8,False,xTfqufUPmFL5ZUQ,"[[15, 33, -53, 10, 19, 3], [44, -35, -72, 78, -110, 66], [-72, -24, -11, -19, 97, -144], [20, 4, 17, 8, -51, 0]]",-51,0.0,[],0,-51,"[0.22, 0.21, 0.37, 0.2]","[0, 0, 0, 0, 0, 0]",3,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,2,75,10.000000000000009
5,mouselab,17249.0,171702,8,False,Im0WMVeT8ZSYAOx,"[[-90, -38, -113, -57, -21, -34], [77, 56, 77, 74, -106, -28], [-111, -163, 91, -87, -84, 4], [53, 159, -120, 8, -18, 32]]",75,0.0,"[13545, 16247]",16,91,"[0.19, 0.31, 0.33, 0.17]","[0, 0, 30, -29, 0, 0]",2,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 91, -87, 0, 0], [0, 0, 0, 0, 0, 0]]","[15, 14]",,,,instruct3,0,75,10.000000000000009
5,mouselab,4818.0,179146,8,False,p9FZjcojg3TSIaF,"[[-50, -41, 22, -90, 78, 110], [-18, -50, -10, -56, 18, 14], [-115, 3, -55, -51, -45, 1], [-85, -65, -1, -55, -43, 4]]",-2,0.0,"[2784, 3968]",16,14,"[0.4, 0.17, 0.18, 0.25]","[0, -16, 0, 0, 0, 44]",1,5,"[[0, -41, 0, 0, 0, 110], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[1, 5]",,,,instruct3,1,75,10.000000000000009
5,mouselab,9550.0,190696,8,False,j7XhWAoHVlAXXAz,"[[-64, -9, 37, 18, 0, 1], [18, 7, -53, -108, 104, 123], [-24, -2, -41, 8, -9, -9], [-84, -15, 9, 38, 106, -71]]",22,0.0,"[5682, 6823]",16,38,"[0.24000000000000002, 0.15, 0.3, 0.31]","[0, 0, -12, 0, -3, 0]",3,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, -41, 0, -9, 0], [0, 0, 0, 0, 0, 0]]","[14, 16]",,,,instruct3,2,75,10.000000000000009
5,mouselab,4014.0,202792,8,False,tGbaq2ekRfeVMGL,"[[148, 46, -133, 61, -81, 38], [-69, 137, 87, 13, 72, 54], [79, 132, -32, 91, -16, -103], [49, 65, -15, -153, 72, 7]]",124,0.0,[3131],8,132,"[0.31, 0.25, 0.29, 0.15]","[0, 38, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 132, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[13],,,,test,0,75,10.000000000000009
5,mouselab,2874.0,206881,8,False,dupkonpAcbSAlfm,"[[-64, 3, 99, 45, -102, -56], [66, -34, -13, 22, 240, 88], [3, -4, -16, 78, -16, 101], [-8, -2, -8, -32, 22, 17]]",80,0.0,[1961],8,88,"[0.2, 0.35, 0.2, 0.25]","[0, 0, 0, 0, 0, 31]",1,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 88], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[11],,,,test,1,75,10.000000000000009
5,mouselab,3507.0,211433,8,False,CMGjVRi1gG4Q0Fu,"[[-1, -107, -67, 19, -26, 59], [23, 70, 18, 175, -84, 34], [88, -27, 58, 82, 108, 29], [16, 44, 74, 27, -4, -20]]",8,0.0,[2587],8,16,"[0.26, 0.22, 0.28, 0.24]","[25, 0, 0, 0, 0, 0]",3,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [88, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[12],,,,test,2,75,10.000000000000009
5,mouselab,6473.0,218996,8,False,PViw9u8Xi6g1B8d,"[[-50, 232, -5, 46, 84, 76], [-5, 3, -66, 83, 99, -148], [-40, 5, -57, 72, 6, -9], [16, 17, 49, -23, 14, 74]]",56,0.0,"[2995, 5548]",16,72,"[0.24, 0.26, 0.25, 0.25]","[0, 0, -17, 18, 0, 0]",2,3,"[[0, 0, 0, 0, 0, 0], [0, 0, -66, 0, 0, 0], [0, 0, 0, 72, 0, 0], [0, 0, 0, 0, 0, 0]]","[8, 15]",,,,test,3,75,10.000000000000009
5,mouselab,7004.0,227437,8,False,ty42NK9rBNfmPdU,"[[28, 55, 75, -39, -21, 29], [-77, -60, 27, -41, -17, 13], [-24, 149, -71, 71, -91, -225], [53, 102, -54, -51, -107, 93]]",-93,0.0,"[3358, 5719]",16,-77,"[0.26, 0.18, 0.21, 0.35]","[0, 0, -19, 0, -37, 0]",1,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, -54, 0, -107, 0]]","[22, 20]",,,,test,4,75,10.000000000000009
5,mouselab,5512.0,234750,8,False,uH8gcgWUEoa2hfm,"[[-110, -111, 7, 18, 20, -36], [-15, -77, -21, 87, -24, 20], [-24, -17, -91, 83, -97, -109], [-48, 37, -25, -70, -102, -3]]",-125,0.0,"[2977, 4036]",16,-109,"[0.21, 0.28, 0.24, 0.27]","[0, 0, -6, 0, -7, 0]",2,5,"[[0, 0, 0, 0, 0, 0], [0, 0, -21, 0, -24, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[8, 10]",,,,test,5,75,10.000000000000009
5,mouselab,9983.0,246132,8,False,iY5ihY525D06K48,"[[-45, -34, -5, 9, -41, -82], [-4, -65, -31, -8, -27, -9], [-20, 43, 47, 75, 21, 5], [-25, 15, -55, -45, -20, -11]]",-15,0.0,"[4052, 5888, 9262]",24,9,"[0.15000000000000002, 0.3, 0.28, 0.27]","[0, -19, 0, 19, 0, 0]",0,3,"[[0, 0, 0, 0, 0, 0], [0, -65, 0, -8, 0, 0], [0, 0, 0, 75, 0, 0], [0, 0, 0, 0, 0, 0]]","[7, 15, 9]",,,,test,6,75,10.000000000000009
5,mouselab,6177.0,253606,8,False,pvGuxwjvCLZF4WG,"[[-48, -101, -55, -147, 94, -162], [52, 86, 94, -80, -31, -4], [-97, 25, -99, 44, 36, 19], [-69, -86, 34, -77, -49, 74]]",-178,0.0,"[2333, 4818]",16,-162,"[0.23, 0.4, 0.16, 0.21]","[-16, 0, -16, 0, 0, 0]",0,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [-97, 0, -99, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[12, 14]",,,,test,7,75,10.000000000000009
5,mouselab,1809.0,257335,8,False,1Ay26TgLsQaGf51,"[[-114, -32, -21, 9, 82, -25], [-43, 27, -193, 13, 65, 10], [-95, 7, 39, 35, 50, -53], [32, -17, 64, -49, 55, -74]]",-57,0.0,[853],8,-49,"[0.24, 0.27, 0.23, 0.26]","[0, 0, 0, 8, 0, 0]",3,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 35, 0, 0], [0, 0, 0, 0, 0, 0]]",[15],,,,test,8,75,10.000000000000009
5,mouselab,6807.0,266115,8,False,JaKarNU4ENjuDlm,"[[129, 45, -40, -61, -72, 14], [-87, -72, 105, -178, -33, 70], [166, 38, 12, 26, 85, -39], [21, -47, -32, 16, 47, -31]]",-64,0.0,"[916, 2721, 4080, 6016]",32,-32,"[0.1, 0.38, 0.31, 0.21]","[0, 0, 40, -68, 14, 0]",3,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 105, -178, -33, 0], [0, 0, 0, 0, 85, 0], [0, 0, 0, 0, 0, 0]]","[16, 10, 9, 8]",,,,test,9,75,10.000000000000009
5,mouselab,5934.0,274182,8,False,jTpkWKNHY4CNxkr,"[[108, -192, -29, 102, -95, -8], [-59, -24, -6, -136, 102, -28], [111, -16, -121, 17, 129, 79], [59, -38, -18, 12, -67, -116]]",-52,0.0,"[2071, 3615, 4626]",24,-28,"[0.17, 0.26, 0.25, 0.32]","[0, -6, -2, -35, 0, 0]",1,5,"[[0, 0, 0, 0, 0, 0], [0, -24, -6, -136, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[7, 8, 9]",,,,test,10,75,10.000000000000009
5,mouselab,8347.0,284834,8,False,qqiVbqryVLFhcXQ,"[[-111, -43, -108, 97, -18, 42], [-17, -33, 138, 29, -17, -31], [-43, 57, 79, 0, 66, 8], [-52, -17, 65, -80, -117, -80]]",-112,0.0,"[1712, 3348, 5308, 6679]",32,-80,"[0.18, 0.39, 0.2, 0.23]","[-9, -13, -19, 0, 0, 0]",3,3,"[[0, 0, -108, 0, 0, 0], [0, -33, 0, 0, 0, 0], [-43, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[12, 2, 7, 15]",,,,test,11,75,10.000000000000009
5,mouselab,4325.0,292428,8,False,DtUUF6WiCh2bNtn,"[[152, 44, -8, 138, -24, -21], [118, 48, -108, -70, 40, -89], [-56, 44, -28, -23, 80, 63], [126, 221, -56, -106, -88, -27]]",122,0.0,"[818, 3464]",16,138,"[0.2500000000000002, 0.21, 0.18, 0.36]","[0, 0, 0, 35, 8, 0]",0,3,"[[0, 0, 0, 138, 0, 0], [0, 0, 0, 0, 40, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[10, 3]",,,,test,12,75,10.000000000000009
5,mouselab,5440.0,299208,8,False,uAWLa7AB2EigNyt,"[[68, -52, -12, 89, 65, 85], [57, 15, 79, 6, -91, -28], [4, 38, -29, -14, 62, -85], [54, 7, -10, -68, 44, -71]]",52,0.0,"[3886, 4709]",16,68,"[0.3, 0.12, 0.23, 0.35]","[20, -16, 0, 0, 0, 0]",0,0,"[[68, -52, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[1, 0]",,,,test,13,75,10.000000000000009
5,mouselab,7066.0,307589,8,False,D1RZHPelpPlTsLw,"[[-16, 60, -22, -89, 20, -14], [-39, 55, 57, -40, -143, 210], [11, -90, 93, -103, -11, 43], [7, -83, -136, -50, -101, 57]]",53,0.0,"[1831, 2689, 3959, 4823, 6137]",40,93,"[0.35, 0.2, 0.27, 0.18]","[0, 0, 29, -39, 0, 0]",2,2,"[[0, 0, -22, -89, 0, 0], [0, 0, 57, -40, 0, 0], [0, 0, 93, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[2, 3, 9, 8, 14]",,,,test,14,75,10.000000000000009
5,mouselab,4586.0,313316,8,False,AcrdfSeVXGbzay3,"[[-75, 22, 17, 13, 124, 130], [90, -14, 94, -21, -68, -43], [104, -120, 81, -81, -25, 10], [2, -100, -48, 1, 34, -24]]",1,0.0,"[1768, 3782]",16,17,"[0.32, 0.18, 0.28, 0.22]","[0, 0, 28, 0, 0, 0]",0,2,"[[0, 0, 17, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 81, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[2, 14]",,,,test,15,75,10.000000000000009
5,mouselab,5127.0,319761,8,False,BSzRGLphNoFr9S8,"[[77, 80, -47, -40, 39, 86], [-17, 72, -33, -112, 74, -80], [-51, -16, -19, -22, -59, -140], [29, 74, 40, 25, -95, 115]]",53,0.0,"[1772, 3226, 3932]",24,77,"[0.35, 0.17, 0.2, 0.28]","[14, 0, 0, 0, 0, 0]",0,0,"[[77, 0, 0, 0, 0, 0], [-17, 0, 0, 0, 0, 0], [-51, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[0, 6, 12]",,,,test,16,75,10.000000000000009
5,mouselab,3420.0,324370,8,False,M37qiSEgNyuXj4W,"[[-62, 47, -50, -69, 124, -159], [126, 104, 73, -73, 64, -184], [-66, 77, -137, -42, 74, 25], [16, 15, -2, 107, 16, -129]]",69,0.0,[1852],8,77,"[0.22, 0.22, 0.25, 0.31]","[0, 19, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 77, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[13],,,,test,17,75,10.000000000000009
5,mouselab,4895.0,330363,8,False,Upnn6z3TT95X9QN,"[[57, 29, 70, -76, -9, -88], [21, 70, 124, -150, 67, -38], [14, -47, 55, -157, 53, -20], [100, -35, 166, 34, 43, 6]]",51,0.0,"[1460, 4108]",16,67,"[0.23, 0.22, 0.33, 0.22]","[0, 0, 0, 0, 24, 0]",1,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 67, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 43, 0]]","[10, 22]",,,,test,18,75,10.000000000000009
5,mouselab,6207.0,337709,8,False,TRbTjUzM32WiCfB,"[[37, 22, 94, 58, -40, -14], [-69, -23, -64, 48, 5, 18], [58, -38, -23, 113, 118, -20], [-72, 75, -91, 87, 18, 21]]",97,0.0,"[4016, 5464]",16,113,"[0.36, 0.27, 0.23, 0.14]","[0, 0, 0, 21, 0, -5]",2,3,"[[0, 0, 0, 58, 0, -14], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","[5, 3]",,,,test,19,75,10.000000000000009
6,mouselab,7504.0,12779,8,False,dBNl5dzyNSRu5ql,"[[31, -118, 22, -56, -123, 88], [-31, 37, 39, 10, 24, 22], [-158, 22, -6, 27, -86, -51], [-47, -24, -25, -115, -32, 5]]",31,0.0,[],0,31,"[0.22, 0.04, 0.73, 0.01]","[0, 0, 0, 0, 0, 0]",0,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,0,75,0.10000000000000002
6,mouselab,2120.0,16531,8,False,nEeUZVFCAc1G4mc,"[[115, 98, -113, 170, -66, 96], [-22, -10, 102, -49, 146, 46], [-78, 49, 0, -76, 52, -110], [37, 69, 76, 38, -83, 48]]",102,0.0,[],0,102,"[0.27, 0.28, 0.03, 0.42]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,1,75,0.10000000000000002
6,mouselab,5096.0,22811,8,False,dFMyfhGUKf335Wq,"[[90, 62, 145, 68, -26, -111], [61, 34, 42, 76, -6, -2], [77, -83, -47, 73, 35, -78], [-79, 59, -13, 107, 117, 96]]",96,0.0,[],0,96,"[0.21, 0.18, 0.04, 0.57]","[0, 0, 0, 0, 0, 0]",3,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct1,2,75,0.10000000000000002
6,mouselab,10375.0,95161,8,False,FTaQr9Vc3N5BtN0,"[[182, 62, 39, 33, 75, -39], [2, 35, -4, -11, -128, 158], [12, 133, -72, 12, 58, 26], [64, 53, 15, 48, 79, -69]]",158,0.0,[],0,158,"[0.010000000000000009, 0.68, 0.13, 0.18]","[0, 0, 0, 0, 0, 0]",1,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,0,75,0.10000000000000002
6,mouselab,5240.0,101585,8,False,2H2K5rRCXUmUneF,"[[-5, 9, -43, -91, 22, -50], [5, -43, -53, -14, 80, 50], [-162, -65, -24, 26, 81, 48], [-84, -11, 14, -98, 153, 118]]",22,0.0,[],0,22,"[0.13, 0.01, 0.41, 0.45]","[0, 0, 0, 0, 0, 0]",0,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,dominating,instruct2,1,75,0.10000000000000002
6,mouselab,8681.0,111473,8,False,JAHFEh04PXDWEXh,"[[63, -91, -11, -55, 96, 3], [-65, 27, -60, 70, 50, 51], [-102, 115, -103, 25, 14, 48], [-98, -92, 60, -3, 1, -133]]",60,0.0,[],0,60,"[0.02, 0.02, 0.09, 0.87]","[0, 0, 0, 0, 0, 0]",3,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct2,2,75,0.10000000000000002
6,mouselab,8784.0,122737,8,False,ltrwK3KJtmSGlBw,"[[83, -66, -139, -75, -108, 25], [66, 24, -21, 22, -17, -85], [32, 179, -29, -97, -50, -37], [104, 4, -93, 10, -56, 18]]",-50,0.0,[],0,-50,"[0.13, 0.02, 0.78, 0.07]","[0, 0, 0, 0, 0, 0]",2,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,0,75,0.10000000000000002
6,mouselab,1177.0,125489,8,False,mfqNgrWLCngjYvI,"[[-12, 85, 106, 92, -20, -73], [7, -60, -62, 29, -9, 16], [65, -31, 5, 113, -113, -100], [93, 111, 43, -124, -5, -39]]",-12,0.0,[],0,-12,"[0.94, 0.03, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",0,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,1,75,0.10000000000000002
6,mouselab,2016.0,129649,8,False,7AfAH9c0lNBVLIV,"[[-83, -94, 84, 49, 63, -113], [-38, 62, 44, -97, -40, 74], [72, 48, -105, 97, 19, -63], [68, -61, -21, 56, 24, -20]]",-61,0.0,[],0,-61,"[0.62, 0.01, 0.04, 0.33]","[0, 0, 0, 0, 0, 0]",3,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,instruct3,2,75,0.10000000000000002
6,mouselab,1654.0,136936,8,False,YJJw7eiH44fE6qH,"[[134, -56, 47, -91, 36, -34], [-16, -58, -18, 83, 25, -12], [-50, -5, 151, -64, -117, 35], [-25, 70, -104, -123, 16, -106]]",-18,0.0,[],0,-18,"[0.14, 0.15, 0.68, 0.03]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,0,75,0.10000000000000002
6,mouselab,1400.0,139464,8,False,eewoJML5byS5lDR,"[[10, 31, 72, 53, 203, -42], [-94, -24, -108, 45, 60, 116], [68, -24, -24, -43, -56, 41], [-66, -108, -108, 5, -136, 62]]",-108,0.0,[],0,-108,"[0.33, 0.64, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,1,75,0.10000000000000002
6,mouselab,1224.0,141888,8,False,yROhrIV95LXvJ1R,"[[-55, 39, -93, 74, 65, -179], [-47, -38, 69, 46, -12, -26], [-55, -132, -10, 93, -70, -98], [52, -33, -3, -200, -11, 69]]",69,0.0,[],0,69,"[0.010000000000000009, 0.03, 0.03, 0.93]","[0, 0, 0, 0, 0, 0]",3,5,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,2,75,0.10000000000000002
6,mouselab,1184.0,144282,8,False,Lm1nZBkmZNobSeb,"[[100, -201, 72, -34, -17, -50], [-57, 21, 8, 98, 105, -11], [-11, -3, 18, -75, 35, -59], [-55, 10, -57, 2, 108, 55]]",105,0.0,[],0,105,"[0.01, 0.97, 0.01, 0.01]","[0, 0, 0, 0, 0, 0]",1,4,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,3,75,0.10000000000000002
6,mouselab,1422.0,146976,8,False,EBtdm5DVLUTiazA,"[[44, 57, 85, 66, -63, 28], [32, 37, 17, -160, -78, 47], [56, -23, -97, -76, -14, 61], [87, -20, 103, -44, -7, 73]]",-20,0.0,[],0,-20,"[0.05, 0.14, 0.16, 0.65]","[0, 0, 0, 0, 0, 0]",3,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,4,75,0.10000000000000002
6,mouselab,1400.0,150081,8,False,CZFDePZP6wfd4qg,"[[-82, 153, -40, -70, 121, -58], [12, 78, -86, 65, 134, 64], [69, 222, -92, -39, -86, 53], [113, -33, -36, 72, -26, -59]]",-86,0.0,[],0,-86,"[0.3, 0.55, 0.02, 0.13]","[0, 0, 0, 0, 0, 0]",1,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,5,75,0.10000000000000002
6,mouselab,1463.0,152696,8,False,uyFo6UBnSe6vCqF,"[[-72, 64, 61, -46, -20, -1], [-20, -121, 66, -119, 40, 35], [-61, 32, -62, -67, -72, 53], [61, 85, 8, 104, -41, -24]]",-119,0.0,[],0,-119,"[0.010000000000000009, 0.55, 0.01, 0.43]","[0, 0, 0, 0, 0, 0]",1,3,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,6,75,0.10000000000000002
6,mouselab,1544.0,155544,8,False,xTmr39yD9iUXlqP,"[[47, -20, -65, 9, 65, -56], [30, -69, -75, -32, -70, 12], [-84, -103, 52, -68, 8, -141], [51, -45, 65, -13, -16, 93]]",-103,0.0,[],0,-103,"[0.01, 0.02, 0.96, 0.01]","[0, 0, 0, 0, 0, 0]",2,1,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,7,75,0.10000000000000002
6,mouselab,1752.0,158409,8,False,PptganTKWvLZ9y6,"[[-35, 18, 9, 97, 17, -124], [-29, 46, 44, 186, 16, 15], [80, -188, -27, 161, -28, 15], [-23, -43, 69, 17, 84, 10]]",-29,0.0,[],0,-29,"[0.42, 0.45, 0.01, 0.12]","[0, 0, 0, 0, 0, 0]",1,0,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,8,75,0.10000000000000002
6,mouselab,1520.0,161240,8,False,LTxbnjhX1iv5NAN,"[[-86, 65, 86, -59, -30, -39], [107, -138, 63, 80, -95, 99], [79, 150, 45, -61, -35, 51], [-3, -97, -4, 92, 52, 62]]",86,0.0,[],0,86,"[0.9, 0.07, 0.01, 0.02]","[0, 0, 0, 0, 0, 0]",0,2,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]",[],,,,test,9,75,0.10000000000000002
